wall.sx:	12.800000000000001
wall.sy:	11.52
wall.ex:	12.800000000000001
wall.ey:	116.48
loc.x:	94.200388586521143
loc.y:	76.872151869535443
fSum.x:	-0.00042894178887192076
fSum.y:	-0.00024222628467943672
sx:	12.800000000000001
sy:	11.52
ex:	12.800000000000001
ey:	116.48
crx:	12.800000000000001
cry:	76.872151869535458
t0:	0.62263864204968988
d:	81.400388586521146
crx:	12.800000000000001
cry:	76.872151869535458
diw:	81.400388586521146
virDiw:	81.400388586521146
niwx:	1
niwy:	-1.7457969134996411e-016
drw:	-80.900388586521146
fiw1:	0
fniwx:	0
fniwy:	-0
fiwKgx:	0
fiwKgy:	0
fSum.x:	-0.00042894178887192076
fSum.y:	-0.00024222628467943672

wall.sx:	11.52
wall.sy:	12.800000000000001
wall.ex:	116.48
wall.ey:	12.800000000000001
loc.x:	94.200388586521143
loc.y:	76.872151869535443
fSum.x:	-0.00042894178887192076
fSum.y:	-0.00024222628467943672
sx:	11.52
sy:	12.800000000000001
ex:	116.48
ey:	12.800000000000001
crx:	94.200388586521143
cry:	12.800000000000001
t0:	0.7877323607709712
d:	64.072151869535446
crx:	94.200388586521143
cry:	12.800000000000001
diw:	64.072151869535446
virDiw:	64.072151869535446
niwx:	0
niwy:	1
drw:	-63.572151869535446
fiw1:	1.6243604215409737e-273
fniwx:	0
fniwy:	1.6243604215409737e-273
fiwKgx:	0
fiwKgy:	0
fSum.x:	-0.00042894178887192076
fSum.y:	-0.00024222628467943672

wall.sx:	115.2
wall.sy:	11.52
wall.ex:	115.2
wall.ey:	38.399999999999999
loc.x:	94.200388586521143
loc.y:	76.872151869535443
fSum.x:	-0.00042894178887192076
fSum.y:	-0.00024222628467943672
sx:	115.2
sy:	11.52
ex:	115.2
ey:	38.399999999999999
crx:	115.2
cry:	76.872151869535443
t0:	2.4312556499083131
d:	43.830242401676394
crx:	115.2
cry:	76.872151869535443
diw:	43.830242401676394
virDiw:	20.99961141347886
niwx:	-1
niwy:	0
drw:	-43.330242401676394
fiw1:	1.3187979089930901e-185
fniwx:	-1.3187979089930901e-185
fniwy:	0
fiwKgx:	0
fiwKgy:	0
fSum.x:	-0.00042894178887192076
fSum.y:	-0.00024222628467943672

wall.sx:	115.2
wall.sy:	38.399999999999999
wall.ex:	115.2
wall.ey:	116.48
loc.x:	94.200388586521143
loc.y:	76.872151869535443
fSum.x:	-0.00042894178887192076
fSum.y:	-0.00024222628467943672
sx:	115.2
sy:	38.399999999999999
ex:	115.2
ey:	116.48
crx:	115.2
cry:	76.872151869535443
t0:	0.49272735488646824
d:	20.99961141347886
crx:	115.2
cry:	76.872151869535443
diw:	20.99961141347886
virDiw:	20.99961141347886
niwx:	-1
niwy:	0
drw:	-20.49961141347886
fiw1:	1.8721852326799126e-086
fniwx:	-1.8721852326799126e-086
fniwy:	0
fiwKgx:	0
fiwKgy:	0
fSum.x:	-0.00042894178887192076
fSum.y:	-0.00024222628467943672

wall.sx:	11.52
wall.sy:	115.2
wall.ex:	116.48
wall.ey:	115.2
loc.x:	94.200388586521143
loc.y:	76.872151869535443
fSum.x:	-0.00042894178887192076
fSum.y:	-0.00024222628467943672
sx:	11.52
sy:	115.2
ex:	116.48
ey:	115.2
crx:	94.200388586521143
cry:	115.2
t0:	0.7877323607709712
d:	38.32784813046456
crx:	94.200388586521143
cry:	115.2
diw:	38.32784813046456
virDiw:	38.32784813046456
niwx:	0
niwy:	-1
drw:	-37.82784813046456
fiw1:	1.0393766172404739e-161
fniwx:	0
fniwy:	-1.0393766172404739e-161
fiwKgx:	0
fiwKgy:	0
fSum.x:	-0.00042894178887192076
fSum.y:	-0.00024222628467943672

wall.sx:	64
wall.sy:	91.599999999999994
wall.ex:	64
wall.ey:	116.48
loc.x:	94.200388586521143
loc.y:	76.872151869535443
fSum.x:	-0.00042894178887192076
fSum.y:	-0.00024222628467943672
sx:	64
sy:	91.599999999999994
ex:	64
ey:	116.48
crx:	64
cry:	76.872151869535443
t0:	-0.59195531070998975
d:	33.600193174011736
crx:	64
cry:	76.872151869535443
diw:	33.600193174011736
virDiw:	30.200388586521143
niwx:	1
niwy:	0
drw:	-33.100193174011736
fiw1:	3.5376718156508219e-141
fniwx:	3.5376718156508219e-141
fniwy:	0
fiwKgx:	0
fiwKgy:	0
fSum.x:	-0.00042894178887192076
fSum.y:	-0.00024222628467943672

wall.sx:	11.52
wall.sy:	64
wall.ex:	36.399999999999999
wall.ey:	64
loc.x:	94.200388586521143
loc.y:	76.872151869535443
fSum.x:	-0.00042894178887192076
fSum.y:	-0.00024222628467943672
sx:	11.52
sy:	64
ex:	36.399999999999999
ey:	64
crx:	94.200388586521143
cry:	64
t0:	3.3231667438312358
d:	59.216359348622817
crx:	94.200388586521143
cry:	64
diw:	59.216359348622817
virDiw:	12.872151869535443
niwx:	0
niwy:	1
drw:	-58.716359348622817
fiw1:	1.9912297402719886e-252
fniwx:	0
fniwy:	1.9912297402719886e-252
fiwKgx:	0
fiwKgy:	0
fSum.x:	-0.00042894178887192076
fSum.y:	-0.00024222628467943672

wall.sx:	64
wall.sy:	11.52
wall.ex:	64
wall.ey:	36.399999999999999
loc.x:	94.200388586521143
loc.y:	76.872151869535443
fSum.x:	-0.00042894178887192076
fSum.y:	-0.00024222628467943672
sx:	64
sy:	11.52
ex:	64
ey:	36.399999999999999
crx:	64
cry:	76.872151869535443
t0:	2.6266942069748977
d:	50.498104397369396
crx:	64
cry:	76.872151869535443
diw:	50.498104397369396
virDiw:	30.200388586521143
niwx:	1
niwy:	0
drw:	-49.998104397369396
fiw1:	1.4521836463013891e-214
fniwx:	1.4521836463013891e-214
fniwy:	0
fiwKgx:	0
fiwKgy:	0
fSum.x:	-0.00042894178887192076
fSum.y:	-0.00024222628467943672

wall.sx:	64
wall.sy:	40.399999999999999
wall.ex:	64
wall.ey:	87.599999999999994
loc.x:	94.200388586521143
loc.y:	76.872151869535443
fSum.x:	-0.00042894178887192076
fSum.y:	-0.00024222628467943672
sx:	64
sy:	40.399999999999999
ex:	64
ey:	87.599999999999994
crx:	64
cry:	76.872151869535443
t0:	0.77271508198168315
d:	30.200388586521143
crx:	64
cry:	76.872151869535443
diw:	30.200388586521143
virDiw:	30.200388586521143
niwx:	1
niwy:	0
drw:	-29.700388586521143
fiw1:	2.0600665983610891e-126
fniwx:	2.0600665983610891e-126
fniwy:	0
fiwKgx:	0
fiwKgy:	0
fSum.x:	-0.00042894178887192076
fSum.y:	-0.00024222628467943672

wall.sx:	40.399999999999999
wall.sy:	64
wall.ex:	116.48
wall.ey:	64
loc.x:	94.200388586521143
loc.y:	76.872151869535443
fSum.x:	-0.00042894178887192076
fSum.y:	-0.00024222628467943672
sx:	40.399999999999999
sy:	64
ex:	116.48
ey:	64
crx:	94.200388586521143
cry:	64
t0:	0.70715547563776471
d:	12.872151869535443
crx:	94.200388586521143
cry:	64
diw:	12.872151869535443
virDiw:	12.872151869535443
niwx:	0
niwy:	1
drw:	-12.372151869535443
fiw1:	3.7107110164057517e-051
fniwx:	0
fniwy:	3.7107110164057517e-051
fiwKgx:	0
fiwKgy:	0
fSum.x:	-0.00042894178887192076
fSum.y:	-0.00024222628467943672

